2025-07-31 21:24:06,日用百货,福州朴朴电子商务有限公司,pay***@pupumall.com,朴朴商品订单,支出,57.39,账户余额,交易成功,2025073122001428141416186566	,0551753968245497PAY01	,,
2025-07-31 18:40:38,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂-鲜面档:消费（扫码）,支出,11.00,账户余额,交易成功,2025073122001428141412750814	,474873722101043200	,,
2025-07-31 09:21:41,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_卡尔顿蛋皮吐司75g等_消费时间:2025-07-31 09:21:03,支出,6.54,账户余额,交易成功,2025073122001428141406752227	,visionpayF57B487C32B813E6A77FBA8D	,,
2025-07-31 04:46:15,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.30-收益发放,不计收支,0.02,余额宝,交易成功,20250731346973705141	,	,,
2025-07-30 10:57:36,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_卡尔顿蛋皮吐司75g_消费时间:2025-07-30 10:57:09,支出,4.47,账户余额,交易成功,2025073022001428141456285744	,visionpayF57BE6320DBC13E56C852A3B	,,
2025-07-30 09:33:14,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,23.33,账户余额,交易成功,2025073022001428141402580532	,0003N202507300000000011764485517	,,
2025-07-30 04:30:35,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.29-收益发放,不计收支,0.02,余额宝,交易成功,20250730341397316141	,	,,
2025-07-29 17:35:04,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_零概念X你好椰椰子水330ml_消费时间:2025-07-29 17:34:00,支出,7.98,账户余额,交易成功,2025072922001428141402396797	,visionpayF57B487C32B813E47808CCDC	,,
2025-07-29 14:48:12,充值缴费,武汉供电公司,/,电费自动缴费-中建大公馆-根据每期出账后自动缴费,支出,50.00,账户余额,交易成功,2025072900003001140053636725	,4219922121429	,,
2025-07-29 09:15:07,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_沫小言面包咸奶酪肉松味85g_消费时间:2025-07-29 09:14:20,支出,3.59,账户余额,交易成功,2025072922001428141454720660	,visionpayF57BE6522A9D13E402EBCEF7	,,
2025-07-29 05:47:27,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.28-收益发放,不计收支,0.02,余额宝,交易成功,20250729336386256141	,	,,
2025-07-28 12:42:43,日用百货,好客士便利店金山园区店,/,好客士光谷四路店,支出,3.00,账户余额,交易成功,2025072822001428141454624176	,01126600004836000083620250728750799960	,,
2025-07-28 12:22:56,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂-茶香鸡:消费（扫码）,支出,17.00,账户余额,交易成功,2025072822001428141454714685	,473691508659200000	,,
2025-07-28 04:53:40,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.27-收益发放,不计收支,0.02,余额宝,交易成功,20250728330509418141	,	,,
2025-07-27 19:05:39,日用百货,福州朴朴电子商务有限公司,pay***@pupumall.com,朴朴商品订单,支出,61.31,账户余额,交易成功,2025072722001428141451109578	,0551753614339075PAY01	,,
2025-07-27 02:55:29,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.26-收益发放,不计收支,0.02,余额宝,交易成功,20250727324297740141	,	,,
2025-07-26 17:27:29,日用百货,抖音电商商家,shg***@bytedance.com,抖音电商-订单编号6920480002496494638,支出,109.00,账户余额(个人余额),交易成功,2025072623001428141443352024	,2001052507260200427760666916	,,
2025-07-26 03:57:33,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.25-收益发放,不计收支,0.02,余额宝,交易成功,20250726319587605141	,	,,
2025-07-25 14:47:15,充值缴费,武汉供电公司,/,电费自动缴费-中建大公馆-根据每期出账后自动缴费,支出,50.00,账户余额,交易成功,2025072500003001140053259156	,4219922121429	,,
2025-07-25 12:16:10,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂-砂锅东坡肉:消费（扫码）,支出,20.00,账户余额,交易成功,2025072523001428141437871103	,472602637678678016	,,
2025-07-25 08:48:49,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂-小碗菜餐线总:消费（扫码）,支出,7.00,账户余额,交易成功,2025072522001428141434990366	,472550459110854656	,,
2025-07-25 04:47:12,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.24-收益发放,不计收支,0.02,余额宝,交易成功,20250725314765764141	,	,,
2025-07-24 09:17:54,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_卡尔顿蛋皮吐司75g_消费时间:2025-07-24 09:17:23,支出,4.47,账户余额,交易成功,2025072422001428141432517415	,visionpayF57BE6327D2313DD6C226F34	,,
2025-07-24 04:41:15,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.23-收益发放,不计收支,0.02,余额宝,交易成功,20250724309471749141	,	,,
2025-07-23 19:11:03,餐饮美食,淘集鲜,188******80,收钱码收款,支出,10.00,账户余额,交易成功,2025072322001428141430605581	,17532690632702490528140	,,
2025-07-23 09:36:49,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_卡尔顿蛋皮吐司75g_消费时间:2025-07-23 09:32:30,支出,4.47,账户余额,交易成功,2025072322001428141425131216	,visionpayF57BE6567C9013DC1E2D40C9	,,
2025-07-23 09:30:05,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,24.07,账户余额,交易成功,2025072322001428141425634920	,0003N202507230000000011657326504	,,
2025-07-23 04:45:15,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.22-收益发放,不计收支,0.02,余额宝,交易成功,20250723304430227141	,	,,
2025-07-22 14:53:28,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_卡尔顿蛋皮吐司75g_消费时间:2025-07-22 14:52:32,支出,4.47,账户余额,交易成功,2025072222001428141422602072	,visionpayF57BE654405013DB17AF333F	,,
2025-07-22 12:43:54,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,20.98,账户余额,交易成功,2025072222001428141417461603	,0003N202507220000000011661452917	,,
2025-07-22 11:48:25,医疗健康,湖北智仁大药房连锁有限公司财大店,/,医保支付(不含自费),支出,0.00,,支付成功,20250722281423877477	,420100G9101684185773	,,
2025-07-22 11:35:52,医疗健康,湖北智仁大药房连锁有限公司财大店,/,医保支付(不含自费),支出,0.00,,支付成功,20250722281423814639	,420100G9101684161385	,,
2025-07-22 11:34:38,医疗健康,湖北智仁大药房连锁有限公司财大店,/,医保支付(不含自费),支出,0.00,,支付成功,20250722281423871365	,420100G9101684146684	,,
2025-07-22 11:05:49,医疗健康,武汉大众口腔医疗股份有限公司软件园门诊部,/,武汉大众口腔医疗股份有限公司扫码收款,支出,750.00,账户余额,交易成功,2025072222001428141416933959	,18126600004822000020250722110113230166201893526811	,,
2025-07-22 04:56:34,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.21-收益发放,不计收支,0.02,余额宝,交易成功,20250722399143646141	,	,,
2025-07-21 14:49:24,充值缴费,武汉供电公司,/,电费自动缴费-中建大公馆-根据每期出账后自动缴费,支出,50.00,账户余额,交易成功,2025072100003001140052879240	,4219922121429	,,
2025-07-21 12:19:57,日用百货,好客士便利店金山园区店,/,好客士光谷四路店,支出,10.50,账户余额,交易成功,2025072122001428141415190881	,14126600004836000083620250721740900211	,,
2025-07-21 12:05:27,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂支付宝移动网页支付: 消费（扫码）,支出,16.80,账户余额,交易成功,2025072122001428141414476139	,471150390646149120	,,
2025-07-21 09:13:13,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_卡尔顿蛋皮吐司75g_消费时间:2025-07-21 09:12:39,支出,4.47,账户余额,交易成功,2025072122001428141412706364	,visionpayF57B487C432813D976876C3C	,,
2025-07-21 05:09:40,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.20-收益发放,不计收支,0.02,余额宝,交易成功,20250721393864915141	,	,,
2025-07-20 11:11:43,日用百货,福州朴朴电子商务有限公司,pay***@pupumall.com,朴朴商品订单,支出,135.89,账户余额,交易成功,2025072023001428141406544521	,0551752981102210PAY01	,,
2025-07-20 03:39:23,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.19-收益发放,不计收支,0.02,余额宝,交易成功,20250720388039660141	,	,,
2025-07-20 00:48:25,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,12.16,账户余额,交易成功,2025072022001428141407710328	,0003N202507200000000011645937305	,,
2025-07-19 16:21:46,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,14.12,账户余额,交易成功,2025071922001428141407432811	,0003N202507190000000011638618174	,,
2025-07-19 12:30:22,退款,福州朴朴电子商务有限公司,pay***@pupumall.com,退款-朴朴商品订单,不计收支,2.09,账户余额,退款成功,2025071922001428141402192502_2025071912281966705518087	,0551752896833038PAY01	,,
2025-07-19 11:47:13,日用百货,福州朴朴电子商务有限公司,pay***@pupumall.com,朴朴商品订单,支出,150.65,账户余额,交易成功,2025071922001428141402192502	,0551752896833038PAY01	,,
2025-07-19 04:06:46,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.18-收益发放,不计收支,0.02,余额宝,交易成功,20250719382725988141	,	,,
2025-07-18 12:53:46,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,瑞幸咖啡(光谷金山总部店)外卖订单,支出,2.16,账户余额,交易成功,2025071822001128141456914063	,13120600725071877108001242415	,,
2025-07-18 12:45:36,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂支付宝移动网页支付: 消费（扫码）,支出,16.00,账户余额,交易成功,2025071822001428141456615151	,470073334793506816	,,
2025-07-18 09:39:10,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_卡尔顿蛋皮吐司75g等_消费时间:2025-07-18 09:37:56,支出,8.87,账户余额,交易成功,2025071822001428141458081271	,visionpayF57B487C432813D587F3331A	,,
2025-07-18 09:36:40,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,21.62,账户余额,交易成功,2025071822001428141459625150	,0003N202507180000000011600087756	,,
2025-07-18 04:42:22,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.17-收益发放,不计收支,0.02,余额宝,交易成功,20250718377132952141	,	,,
2025-07-17 14:49:08,充值缴费,武汉供电公司,/,电费自动缴费-中建大公馆-根据每期出账后自动缴费,支出,50.00,账户余额,交易成功,2025071700003001140052466356	,4219922121429	,,
2025-07-17 09:22:01,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_卡尔顿蛋皮吐司75g_消费时间:2025-07-17 09:20:51,支出,4.47,账户余额,交易成功,2025071722001428141454730963	,visionpayF57BE6327FD513D432739FE4	,,
2025-07-17 09:19:12,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,22.49,账户余额,交易成功,2025071723001428141450596296	,0003N202507170000000011578662667	,,
2025-07-17 09:00:08,酒店旅游,浙江飞猪网络技术有限公司,q-a***@service.taobao.com,机票联订更优惠-未完成联订任务扣回已享优惠,支出,25.00,账户余额,交易成功,2025071722001128141451534270	,T200P4635687495524136518	,,
2025-07-17 04:40:13,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.16-收益发放,不计收支,0.02,余额宝,交易成功,20250717372136500141	,	,,
2025-07-16 12:33:24,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂支付宝移动网页支付: 消费（扫码）,支出,13.00,账户余额,交易成功,2025071623001428141446850451	,469345486881427456	,,
2025-07-16 11:02:37,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_农夫山泉水溶C100柠檬味445ml_消费时间:2025-07-16 11:01:35,支出,4.64,账户余额,交易成功,2025071622001428141445688986	,visionpayF57BE6545E4313D2F88F1D4B	,,
2025-07-16 09:15:38,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂支付宝移动网页支付: 消费（扫码）,支出,7.00,账户余额,交易成功,2025071622001428141448957613	,469295719639945216	,,
2025-07-16 05:51:32,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.15-收益发放,不计收支,0.02,余额宝,交易成功,20250716368057977141	,	,,
2025-07-15 09:25:52,日用百货,好客士便利店金山园区店,/,好客士光谷四路店,支出,6.00,账户余额,交易成功,2025071522001428141436410105	,49126600004836000083620250715985305860	,,
2025-07-15 09:19:49,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂支付宝移动网页支付: 消费（扫码）,支出,6.50,账户余额,交易成功,2025071522001428141442771750	,468934383017922560	,,
2025-07-15 09:13:05,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,26.48,账户余额,交易成功,2025071522001428141442616215	,0003N202507150000000011582633099	,,
2025-07-15 04:21:47,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.14-收益发放,不计收支,0.02,余额宝,交易成功,20250715361448375141	,	,,
2025-07-14 16:27:00,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_农夫山泉水溶C100柠檬味445ml_消费时间:2025-07-14 16:26:23,支出,4.64,账户余额,交易成功,2025071422001428141437369893	,visionpayF57B487C749813D0A1AE7DCD	,,
2025-07-14 09:16:22,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_卡尔顿蛋皮吐司75g_消费时间:2025-07-14 09:15:06,支出,4.47,账户余额,交易成功,2025071422001428141434528073	,visionpayF57BD4F5621C13D03C99F16D	,,
2025-07-14 09:14:32,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,24.47,账户余额,交易成功,2025071422001428141434623090	,0003N202507140000000011591344197	,,
2025-07-14 05:08:28,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.13-收益发放,不计收支,0.02,余额宝,交易成功,20250714356807040141	,	,,
2025-07-13 21:49:55,退款,福州朴朴电子商务有限公司,pay***@pupumall.com,退款-朴朴商品订单,不计收支,0.12,账户余额,退款成功,2025071322001428141432177972_2025071321475316505510377	,0551752412305264PAY01	,,
2025-07-13 21:11:45,日用百货,福州朴朴电子商务有限公司,pay***@pupumall.com,朴朴商品订单,支出,39.82,账户余额,交易成功,2025071322001428141432177972	,0551752412305264PAY01	,,
2025-07-13 03:14:40,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.12-收益发放,不计收支,0.02,余额宝,交易成功,20250713351025819141	,	,,
2025-07-12 14:43:03,充值缴费,武汉供电公司,/,电费自动缴费-中建大公馆-根据每期出账后自动缴费,支出,50.00,账户余额,交易成功,2025071200003001140051873968	,4219922121429	,,
2025-07-12 10:50:12,退款,福州朴朴电子商务有限公司,pay***@pupumall.com,退款-朴朴商品订单,不计收支,0.49,账户余额,退款成功,2025071222001428141424781617_2025071210481094905513019	,0551752286500054PAY01	,,
2025-07-12 10:15:01,日用百货,福州朴朴电子商务有限公司,pay***@pupumall.com,朴朴商品订单,支出,123.46,账户余额,交易成功,2025071222001428141424781617	,0551752286500054PAY01	,,
2025-07-12 03:29:17,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.11-收益发放,不计收支,0.02,余额宝,交易成功,20250712345839578141	,	,,
2025-07-11 12:19:04,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂支付宝移动网页支付: 消费（扫码）,支出,16.00,账户余额,交易成功,2025071122001428141420476075	,467529941710278656	,,
2025-07-11 09:25:28,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_卡尔顿蛋皮吐司75g_消费时间:2025-07-11 09:23:43,支出,4.47,账户余额,交易成功,2025071122001428141419825458	,visionpayF57BE65344D413CC4A1F9D53	,,
2025-07-11 09:22:31,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,24.70,账户余额,交易成功,2025071122001428141417296014	,0003N202507110000000011551296766	,,
2025-07-11 04:42:25,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.10-收益发放,不计收支,0.02,余额宝,交易成功,20250711341083483141	,	,,
2025-07-10 10:59:30,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_卡尔顿蛋皮吐司75g_消费时间:2025-07-10 10:59:03,支出,4.47,账户余额,交易成功,2025071022001428141416619143	,visionpayF57BE65333B913CB0EF72DB7	,,
2025-07-10 09:28:36,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,23.73,账户余额,交易成功,2025071022001428141408309156	,0003N202507100000000011514826881	,,
2025-07-10 04:39:18,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.09-收益发放,不计收支,0.02,余额宝,交易成功,20250710335516256141	,	,,
2025-07-09 12:37:28,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_盼盼泰式椰汁水380ml_消费时间:2025-07-09 12:36:52,支出,4.80,账户余额,交易成功,2025070922001428141412237447	,visionpayF57BB9CC5D0313C9D46321B1	,,
2025-07-09 12:18:25,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂支付宝移动网页支付: 消费（扫码）,支出,16.00,账户余额,交易成功,2025070922001428141410238742	,466805002996813824	,,
2025-07-09 09:20:36,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂支付宝移动网页支付: 消费（扫码）,支出,6.50,账户余额,交易成功,2025070922001428141407489464	,466760251933200384	,,
2025-07-09 04:46:12,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.08-收益发放,不计收支,0.02,余额宝,交易成功,20250709330435664141	,	,,
2025-07-08 09:18:42,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_非克龙蛋酥沙琪玛56g等_消费时间:2025-07-08 09:17:36,支出,7.83,账户余额,交易成功,2025070822001428141459513941	,visionpayF57BE6544CCF13C8542F5904	,,
2025-07-08 06:16:27,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.07-收益发放,不计收支,0.02,余额宝,交易成功,20250708325313580141	,	,,
2025-07-07 21:39:52,日用百货,福州朴朴电子商务有限公司,pay***@pupumall.com,朴朴商品订单,支出,99.96,账户余额,交易成功,2025070722001428141401989624	,0551751895592468PAY01	,,
2025-07-07 14:47:41,充值缴费,武汉供电公司,/,电费自动缴费-中建大公馆-根据每期出账后自动缴费,支出,50.00,账户余额,交易成功,2025070700003001140051209939	,4219922121429	,,
2025-07-07 09:18:42,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_卡尔顿蛋皮吐司75g_消费时间:2025-07-07 09:18:07,支出,4.47,账户余额,交易成功,2025070722001428141453553416	,visionpayF57BD4F53E8F13C702CF826E	,,
2025-07-07 05:08:33,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.06-收益发放,不计收支,0.02,余额宝,交易成功,20250707319573890141	,	,,
2025-07-06 03:12:16,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.05-收益发放,不计收支,0.02,余额宝,交易成功,20250706313471527141	,	,,
2025-07-05 15:29:14,充值缴费,武汉供电公司,/,电费自动缴费-中建大公馆-根据每期出账后自动缴费,支出,50.00,账户余额,交易成功,2025070500003001140050912701	,4219922121429	,,
2025-07-05 12:47:16,充值缴费,中国电信,dzq***@chinatelecom-ec.com.cn,为18186114583话费充值,支出,200.00,账户余额,交易成功,2025070522001428141447586709	,2025070500003100001452534954	,,
2025-07-05 09:56:43,退款,福州朴朴电子商务有限公司,pay***@pupumall.com,退款-朴朴商品订单,不计收支,0.55,账户余额,退款成功,2025070522001428141447375368_2025070509553243505510692	,0551751678121419PAY01	,,
2025-07-05 09:15:22,日用百货,福州朴朴电子商务有限公司,pay***@pupumall.com,朴朴商品订单,支出,101.01,账户余额,交易成功,2025070522001428141447375368	,0551751678121419PAY01	,,
2025-07-05 03:45:13,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.04-收益发放,不计收支,0.02,余额宝,交易成功,20250705308408140141	,	,,
2025-07-04 12:44:02,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂支付宝移动网页支付: 消费（扫码）,支出,13.00,账户余额,交易成功,2025070422001428141441376615	,464999509877854208	,,
2025-07-04 09:18:48,日用百货,好客士便利店金山园区店,/,好客士光谷四路店,支出,6.00,账户余额,交易成功,2025070422001428141442601247	,07126600004836000083620250704664459295	,,
2025-07-04 09:12:38,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂支付宝移动网页支付: 消费（扫码）,支出,8.00,账户余额,交易成功,2025070422001428141442550085	,464946309791485952	,,
2025-07-04 04:55:24,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.03-收益发放,不计收支,0.02,余额宝,交易成功,20250704303515790141	,	,,
2025-07-03 22:06:18,信用借还,运营商合约分期服务（宇中科技）,/,自动解冻-橙分期还款解冻,不计收支,13.76,,解冻成功,20250703447813861405	,202507031958021291164982	,,
2025-07-03 22:06:17,数码电器,运营商合约分期服务（宇中科技）,pay***@unizone.tech,橙分期还款解冻,支出,0.00,合约分期权益,交易成功,2025070322001428141441452098	,202507031958021291164982	,,
2025-07-03 10:35:10,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_洽洽喀吱脆薯脆韩式泡菜35g等_消费时间:2025-07-01 09:14:27,支出,5.77,账户余额,交易成功,2025070323001428141436014754	,visionpayF57BB9CC6F7813BF18F2BE8B	,,
2025-07-03 09:30:01,餐饮美食,友宝,sma***@ubox.cn,智能货柜消费_卡尔顿蛋皮吐司75g_消费时间:2025-07-03 09:28:18,支出,4.47,账户余额,交易成功,2025070322001428141436748306	,visionpayF57BE656778913C1BF325ED6	,,
2025-07-03 09:24:48,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,37.85,账户余额,交易成功,2025070322001428141435046989	,0003N202507030000000011411837491	,,
2025-07-03 04:36:23,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.02-收益发放,不计收支,0.02,余额宝,交易成功,20250703397992456141	,	,,
2025-07-02 19:21:51,退款,福州朴朴电子商务有限公司,pay***@pupumall.com,退款-朴朴商品订单,不计收支,0.05,账户余额,退款成功,2025070222001428141434512974_2025070219203861305517729	,0551751453794269PAY01	,,
2025-07-02 18:56:34,日用百货,福州朴朴电子商务有限公司,pay***@pupumall.com,朴朴商品订单,支出,61.56,账户余额,交易成功,2025070222001428141434512974	,0551751453794269PAY01	,,
2025-07-02 12:15:04,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂支付宝移动网页支付: 消费（扫码）,支出,17.00,账户余额,交易成功,2025070222001428141427178211	,464267440348467200	,,
2025-07-02 09:21:27,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂支付宝移动网页支付: 消费（扫码）,支出,6.50,账户余额,交易成功,2025070222001428141430823640	,464223753061011456	,,
2025-07-02 05:45:26,投资理财,中欧基金管理有限公司,/,余额宝-2025.07.01-收益发放,不计收支,0.02,余额宝,交易成功,20250702393114181141	,	,,
2025-07-01 12:03:10,生活服务,武汉金韵园区运营管理有限公司,zha***@kingsoft.com,金山武汉食堂支付宝移动网页支付: 消费（扫码）,支出,21.00,账户余额,交易成功,2025070122001428141427397425	,463902062543900672	,,
2025-07-01 05:47:41,投资理财,中欧基金管理有限公司,/,余额宝-2025.06.30-收益发放,不计收支,0.02,余额宝,交易成功,20250701387311300141	,	,,
